sample_id,prediction,gold_reference,variant_references,BLEU_gold,ROUGE-L_gold,BERTScore_F1_gold,BLEU_variants,ROUGE-L_variants,BERTScore_F1_variants
1_0,C: Can you tell me a bit more about that?,"C: I’m sorry to hear that, can you explain why that is the case?"," • ""Can you tell me what's been going on and why you're feeling that way?""
 • ""What's been bothering you lately, can you explain it to me?""
 • ""I'm concerned about your well-being; could you share more about what's been troubling you?""
 • ""You mentioned you haven't been doing well; can you elaborate on the reasons behind that?""
 • ""Can you give me some context about why things have been difficult for you lately?""
 • ""How are you experiencing these challenges, and what do you think is contributing to them?""
 • ""I'd like to better understand your situation; can you walk me through what's been going on?""
 • ""What's led up to this point where you're feeling not so well, would you be willing to share that with me?""
 • ""Can you help me understand the circumstances surrounding your current state of mind and body?""",0.05614484148887358,0.32,0.9225597977638245,0.22309753207764885,0.38461538461538464,0.9021610617637634
1_1,"C: That sounds really challenging. Can you describe a little more what happens when you try to transfer? For example, do you feel like your arms or legs are giving out?","C: How annoying. You said “recently”, can you tell me how many days you have been struggling with this issue."," • ""Can you estimate how long it's been since you started experiencing difficulties transferring?""
 • ""How many days have you been having trouble moving from your wheelchair to bed?""
 • ""I'd like to get a better sense of the timeline. How recently have these transfer issues been happening?""
 • ""You mentioned lately that you've been struggling, can you give me an idea of how long this has been going on for?""
 • ""How many days ago did you first notice the difficulty transferring from your wheelchair?""
 • ""Can you tell me approximately how long you've been having trouble moving around like this?""
 • ""I'm curious to know more about when these transfer issues started, can you give me a rough idea of the timeline?""
 • ""You said 'not so well' recently... can you be more specific about when that's been true for you with regards to transferring?""
 • ""How long have you been experiencing this difficulty in moving from your wheelchair to bed?""",0.026988233895132607,0.1568627450980392,0.8759201765060425,0.03274330328812511,0.25925925925925924,0.8718020915985107
1_2,"C: I understand. Can you tell me about the specific situations where it becomes challenging for you? For example, is there a particular surface or position that makes it harder?","C: OK. I’ll try my best to help you. So, can you elaborate a little further by telling me what exactly is limiting your ability to transfer from wheelchair to bed."," • ""Can you provide more details about what's making it difficult for you to transfer from your wheelchair to bed?""
 • ""What specific challenges are you facing when trying to move from your wheelchair to bed?""
 • ""Elaborate on what's limiting your ability to transfer safely and comfortably.""
 • ""Can you tell me more about the difficulties you're experiencing with transferring from your wheelchair?""
 • ""What physical factors or limitations are making it harder for you to get into bed from your wheelchair?""
 • ""Explain in greater detail why you're struggling to move from your wheelchair to bed.""
 • ""Describe what's been happening that makes it increasingly difficult for you to transfer.""
 • ""Can you clarify what's causing the problem when trying to transition from your wheelchair to bed?""
 • ""What changes or factors have contributed to making transferring more challenging for you?""",0.02989351588159812,0.22580645161290322,0.8820533752441406,0.19178273617828903,0.3043478260869565,0.8866148591041565
1_3,"C: That makes sense. Can you tell me more about the specific difficulties with transferring? For instance, is it harder when getting up from your wheelchair or going back down?","C: The lack of strength, does that have to do with your legs?"," • ""C: Is the weakness in your legs what's preventing you from transferring?""
 • ""C: Does this lack of strength have something to do with a problem with your lower extremities?""
 • ""C: Can I assume that the reason for your difficulty transferring is related to muscle weakness in your legs?""
 • ""C: Is it an issue with your leg muscles that's causing you trouble getting out of bed?""
 • ""C: Does this loss of strength have anything to do with your ability to stand or walk?""
 • ""C: Can I connect the dots and say that the lack of strength is due to a problem in your legs?""
 • ""C: Are your leg muscles no longer strong enough for you to transfer from your wheelchair to bed?""
 • ""C: Does this difficulty transferring stem from weakness in your lower limbs?""
 • ""C: Is it safe to say that the loss of strength you're experiencing is related to a problem with muscle power in your legs?""",0.027794738724637277,0.18604651162790697,0.8795807361602783,0.06990006728332349,0.2857142857142857,0.8840084671974182
1_4,C: Can you tell me more about your legs—what kind of activities are difficult for them now?,C: Has it become impossible to transfer or do you eventually get there?," • ""Do you still manage to transfer from your wheelchair to bed, or have you given up trying?""
 • ""Is transferring from your wheelchair to bed no longer possible for you?""
 • ""Have you lost all ability to transfer yourself, or do you just struggle with it?""
 • ""Can you usually make it to your bed, but only with great effort?""
 • ""Has the difficulty in transferring become so severe that you can't even try anymore?""
 • ""Are you unable to complete a successful transfer from your wheelchair to bed?""
 • ""Do you find yourself unable to transfer at all, or is it just extremely challenging?""
 • ""Have your attempts at transferring become futile?""
 • ""Is the lack of strength making it impossible for you to move from your wheelchair to bed?""",0.04814971807094068,0.12903225806451615,0.8785756230354309,0.0532864224277779,0.1935483870967742,0.8743712902069092
1_5,C: That sounds really tough. Is there anything you have tried so far that might help with this issue?,C: Where in the process of transferring does it go wrong? Are you able to stand up from your chair?," • ""C: Can you describe the point at which transferring from your wheelchair to bed becomes too difficult?""
 • ""C: Where exactly do you struggle when trying to transfer, is it getting up from the chair or something else?""
 • ""C: What specific part of the transfer process has become a problem for you?""
 • ""C: When you're attempting to get out of your wheelchair and into bed, what's the exact point where you encounter difficulties?""
 • ""C: Can you pinpoint the moment when transferring from chair to bed becomes impossible for you?""
 • ""C: Is it the act of standing up from the chair that's become a problem or is it something else entirely?""
 • ""C: Describe the process of transferring and tell me where things go wrong for you.""
 • ""C: At what stage in the transfer do you feel like you're unable to continue?""
 • ""C: Can you walk me through the steps involved in transferring from your chair to bed and identify exactly where you get stuck?""",0.03925504230854535,0.10256410256410256,0.8761864900588989,0.045463087134045746,0.15384615384615385,0.8916916847229004
1_6,C: That sounds really challenging. Do you feel like it’s the same every time or does it vary?,"C: That sounds very frustrating, has that taken a large toll on you?"," • ""C: That must have been extremely distressing for you, has it?""
 • ""C: I can imagine how frustrating this must be for you, is it affecting your mood significantly?""
 • ""C: It sounds like a real challenge, are you feeling overwhelmed by it?""
 • ""C: You've had to deal with this issue for quite some time now, how has that impacted your well-being?""
 • ""C: I can understand why you'd be upset about this, has it caused you any emotional distress?""
 • ""C: That's really tough, have you noticed a significant change in your mood or emotional state because of it?""
 • ""C: It must be really hard to cope with, are you feeling like this is taking a lot out of you emotionally?""
 • ""C: I'm sure this has been stressful for you, how has it affected your daily life and routine?""
 • ""C: You've had to adapt to this situation, but I imagine it's still causing some difficulties, is that right?""",0.1258220555845937,0.25,0.9084039330482483,0.08919666825416511,0.37499999999999994,0.9148602485656738
1_7,C: That must be really tough for you. How are your other transfers—like getting into a car or onto public transport?,C: I understand. Do you have any other feelings regarding your current condition?," • ""C: Can you express any other emotions related to your current situation?""
 • ""C: Are there any other feelings you'd like to share about how you're coping with this issue?""
 • ""C: How do you feel about needing assistance from others due to your physical limitations?""
 • ""C: Is there anything else on your mind regarding your current condition that you haven't mentioned yet?""
 • ""C: Are there any other concerns or anxieties related to transferring from your wheelchair to bed that I should be aware of?""
 • ""C: Can you describe the emotional impact this has had on your daily life and relationships?""
 • ""C: How have you been managing your feelings about losing independence due to your physical limitations?""
 • ""C: Are there any other aspects of your situation that are causing you distress or frustration?""
 • ""C: Have you noticed any changes in your mood or emotional state since experiencing difficulties with transferring from your wheelchair to bed?""",0.04303846266589084,0.1714285714285714,0.8796627521514893,0.04329034362369369,0.2105263157894737,0.8709357380867004
2_8,"C: How old are you, Sarah?","C: Since this is the first time we meet, is it okay if I ask a few personal questions?"," • ""Considering we've never met before, is it alright if I ask you a few personal questions?""
 • ""Since we're just meeting for the first time, would you be comfortable answering some personal questions?""
 • ""May I ask you some personal questions since this is our initial consultation?""
 • ""I'd like to clarify that everything discussed will remain confidential, but may I ask a few personal questions to get started?""
 • ""Given we've just met, I wanted to check with you before asking any personal questions, if that's alright?""
 • ""As we're starting from scratch, would it be okay if I asked some personal questions during our time today?""
 • ""Just a heads up, I'll need to ask some personal questions as part of your appointment – is that fine with you?""
 • ""Since this is the first time we've spoken, may I respectfully ask a few personal questions to better understand your situation?""
 • ""Before we begin, would it be okay if I inquired about a few personal matters related to your health?""",0.026747475767905413,0.08,0.8744704723358154,0.02882738686795162,0.10526315789473684,0.856985867023468
2_9,C: Great. How old are you and what do you like to do in your free time?,"C: OK. So, how old are and could you describe your living environment."," • ""Could you tell me your age and a bit about where you live?""
 • ""How old are you, and what can you tell me about your living situation?""
 • ""What is your age, and could you describe your home environment to me?""
 • ""OK, so let's start with some basic info - how old are you, and do you have a family or live alone?""
 • ""Can you give me an idea of your age range, and what kind of living arrangements do you have?""
 • ""How old are you, and could you tell me about the place where you reside?""
 • ""What's your age, and can you describe your daily living environment to me?""
 • ""So, how old are you, and what can you tell me about your home life?""
 • ""Could you please share your age with me, and give me some information about your living situation?""",0.06439931429457922,0.4666666666666667,0.9113197922706604,0.175376708746474,0.5161290322580646,0.9136711359024048
